LAT,LNG,COURSE,SPEED,ELEV,HDOP,FIX,UTC_DATE,UTC_TIME,SENSOR_ADD,NDRE,NDVI,distance,LAI_VI,CCC_VI,RE,NIR,R,Air_T,RH,CT,I_PAR,R_PAR,PRES,CH1,CH2
"30.24721","-92.34886167","223.3","0.6","12","0.9",GPS,"80623","205352","1","0.159","0.404","39.094","0.46","0.333","21.727","29.953","12.718","34.42","48.74","35.82","1385.49","160.14","101.27","0.180258","0.086303"
"30.24721","-92.34886333","223.3","0.1","12","0.9",GPS,"80623","205353","1","0.022","0.17","52.853","0.046","0.014","24.184","25.276","17.934","34.37","48.36","36.66","1617.58","133.48","101.27","0.180238","0.086325"
"30.24722","-92.348865","223.3","1","12.1","0.9",GPS,"80623","205356","1","0.232","0.672","37.163","0.828","0.834","20.648","33.103","6.497","34.42","48.31","35.7","1771.2","52.49","101.27","0.180155","0.086321"
"30.24722167","-92.348865","223.3","0.9","11.9","0.9",GPS,"80623","205357","1","0.296","0.786","29.498","1.316","1.487","19.797","36.419","4.367","34.44","48.63","30.22","1813.75","48.2","101.27","0.180158","0.086306"
"30.24722333","-92.34886833","223.3","0.7","11.9","0.9",GPS,"80623","205358","1","0.271","0.753","32.306","1.107","1.213","20.109","35.094","4.95","34.46","48.94","29.67","1704.67","46.44","101.27","0.180132","0.086317"
"30.24722333","-92.34887","223.3","0.7","11.8","0.9",GPS,"80623","205359","1","0.202","0.606","41.357","0.658","0.608","21.078","31.733","7.779","34.47","48.83","31.96","1665.34","59.46","101.27","0.180123","0.086306"
"30.24722333","-92.348875","223.3","0.8","11.7","0.9",GPS,"80623","205400","1","0.208","0.674","34.682","0.69","0.672","20.988","32.005","6.225","34.48","48.33","31.46","1685.56","64.31","101.27","0.180118","0.086293"
"30.24722333","-92.34888","223.3","0.8","11.8","0.9",GPS,"80623","205401","1","0.223","0.725","28.886","0.777","0.794","20.768","32.703","5.218","34.49","47.89","31.38","1790.29","73.4","101.27","0.180102","0.086286"
"30.24722333","-92.348885","223.3","0.5","11.8","0.9",GPS,"80623","205402","1","0.197","0.612","38.222","0.633","0.582","21.15","31.519","7.598","34.51","47.75","32.35","1713.72","81.63","101.27","0.180087","0.086294"
"30.24722167","-92.34889167","223.3","0.9","11.5","0.9",GPS,"80623","205403","1","0.05","0.259","51.625","0.111","0.047","23.629","26.123","15.369","34.54","48.09","36.03","1403.59","144.31","101.28","0.180071","0.086301"
"30.24720833","-92.34889167","223.3","0.5","11.1","0.9",GPS,"80623","205408","1","0.216","0.567","37.131","0.735","0.68","20.872","32.369","8.952","34.6","47.02","34.09","1459.33","56.84","101.27","0.180019","0.086182"
"30.24720667","-92.348895","223.3","0.4","10.9","0.9",GPS,"80623","205409","1","0.197","0.588","33.23","0.636","0.576","21.141","31.545","8.176","34.62","46.73","31.92","1495.75","56.26","101.27","0.180015","0.086184"
"30.24720667","-92.34889667","223.3","0.6","10.7","0.9",GPS,"80623","205410","1","0.238","0.706","30.457","0.867","0.896","20.561","33.402","5.758","34.59","45.89","31.89","1526.28","68.19","101.27","0.18","0.086188"
"30.24720667","-92.3489","223.3","0.8","10.6","0.9",GPS,"80623","205411","1","0.16","0.457","38.714","0.463","0.35","21.718","29.975","11.171","34.52","45.14","35.86","1655.44","142.27","101.28","0.179981","0.08619"
"30.24720667","-92.3489","223.3","0.5","10.5","0.9",GPS,"80623","205412","1","0.021","0.206","47.679","0.044","0.014","24.204","25.248","16.626","34.45","44.73","36.69","1457.84","126.06","101.28","0.179965","0.086189"
"30.24722167","-92.34889833","223.3","1","11.2","0.9",GPS,"80623","205415","1","0.143","0.426","36.5","0.396","0.28","21.988","29.319","11.789","34.45","44.67","33.32","1652.23","57.24","101.28","0.179911","0.086182"
"30.24722333","-92.34890167","223.3","0.7","11.3","0.9",GPS,"80623","205416","1","0.144","0.419","36.554","0.401","0.283","21.966","29.37","12.016","34.46","44.97","32.99","1591.77","51.45","101.28","0.179903","0.086191"
"30.24722333","-92.34890667","223.3","0.6","11.3","0.9",GPS,"80623","205417","1","0.248","0.608","35.364","0.934","0.937","20.423","33.892","8.258","34.48","45.39","33.63","1544.83","41.7","101.27","0.179882","0.0862"
"30.247225","-92.34891167","223.3","0.9","11.3","0.9",GPS,"80623","205418","1","0.315","0.767","33.138","1.512","1.734","19.552","37.562","4.951","34.49","45.73","31.54","1616.15","33.55","101.27","0.179895","0.086182"
"30.247225","-92.34891667","223.3","0.9","11.3","0.9",GPS,"80623","205419","1","0.193","0.537","34.768","0.616","0.535","21.201","31.371","9.449","34.51","46.06","31.81","1492.73","54.99","101.27","0.179889","0.08619"
"30.24722333","-92.34892167","223.3","0.9","11.2","0.9",GPS,"80623","205420","1","0.033","0.181","56.221","0.07","0.024","23.966","25.598","17.765","34.52","46.22","35.88","1342.34","159.8","101.27","0.179876","0.086191"
"30.24720833","-92.34893","191.3","0.8","10.7","0.9",GPS,"80623","205424","1","0.219","0.596","32.456","0.75","0.711","20.832","32.494","8.214","34.45","46.61","32.29","1476.64","34.4","101.27","0.179849","0.08612"
"30.24720667","-92.34893333","191.3","0.3","10.7","0.9",GPS,"80623","205425","1","0.305","0.712","36.412","1.403","1.58","19.682","36.941","6.224","34.48","46.78","31.98","1528.59","37.75","101.27","0.179861","0.086094"
"30.24720833","-92.34893333","191.3","0.5","10.7","0.9",GPS,"80623","205426","1","0.332","0.754","32.682","1.706","1.984","19.346","38.605","5.409","34.5","47.16","35.1","1482.14","74.06","101.27","0.179851","0.086095"
"30.24720833","-92.348935","191.3","0.3","10.7","0.9",GPS,"80623","205427","1","0.167","0.501","41.384","0.494","0.395","21.601","30.275","10.061","34.51","47.53","34.08","1636.66","48.81","101.27","0.179831","0.086112"
"30.24720667","-92.34893667","191.3","0.3","10.7","0.9",GPS,"80623","205428","1","0.331","0.756","35.077","1.69","1.964","19.361","38.524","5.354","34.46","46.89","31.4","1628.79","41.11","101.27","0.179819","0.086125"
"30.24720667","-92.34894","191.3","0.6","10.7","0.9",GPS,"80623","205429","1","0.34","0.732","35.394","1.807","2.118","19.25","39.118","6.065","34.4","45.84","31.11","1506.17","35.59","101.27","0.179803","0.086133"
"30.24720667","-92.34894333","191.3","0.7","10.7","0.9",GPS,"80623","205430","1","0.199","0.522","41.141","0.646","0.562","21.113","31.629","9.94","34.36","45.1","34.42","1580.3","116.08","101.27","0.179815","0.08613"
"30.24720667","-92.348945","191.3","0.4","10.8","0.9",GPS,"80623","205431","1","0.01","0.141","47.942","0.021","0.005","24.428","24.932","18.756","34.33","44.77","35.93","1567.36","132.09","101.27","0.179796","0.086142"
"30.24722167","-92.348945","191.3","1","11.2","0.9",GPS,"80623","205435","1","0.152","0.532","37.744","0.432","0.342","21.839","29.676","9.067","34.38","45.1","34.19","1697.99","58.78","101.27","0.179753","0.086173"
"30.24722167","-92.34894667","191.3","0.6","11.3","0.9",GPS,"80623","205436","1","0.117","0.369","53.905","0.304","0.189","22.415","28.367","13.082","34.41","45.67","34.44","1704.09","87.17","101.27","0.179738","0.08618"
"30.24722333","-92.34895167","191.3","0.8","11.3","0.9",GPS,"80623","205437","1","0.317","0.792","31.763","1.532","1.763","19.53","37.67","4.363","34.43","46.42","33.9","1651.87","46.45","101.27","0.179746","0.08617"
"30.24722333","-92.34895667","191.3","0.8","11.4","0.9",GPS,"80623","205438","1","0.277","0.716","39.758","1.154","1.259","20.033","35.405","5.87","34.46","47.21","30.71","1384.03","42.95","101.27","0.179745","0.086165"
"30.24722167","-92.34896333","191.3","0.9","11.3","0.9",GPS,"80623","205439","1","0.039","0.194","62.097","0.085","0.031","23.839","25.793","17.412","34.47","48.17","35.28","1310.36","137.79","101.27","0.179744","0.086152"
"30.24721833","-92.34896833","191.3","1","11.2","0.9",GPS,"80623","205440","1","0.013","0.167","66.213","0.026","0.007","24.376","25.005","17.859","34.49","49.11","35.82","1069.27","396.25","101.27","0.179746","0.086135"
"30.24720833","-92.34897167","192.8","1.2","11.1","0.9",GPS,"80623","205442","1","0.321","0.779","34.672","1.57","1.809","19.487","37.88","4.705","34.51","50.4","31.62","1263.38","56.38","101.27","0.179745","0.08611"
"30.24720833","-92.34897167","192.8","1","11","0.9",GPS,"80623","205443","1","0.327","0.814","30.499","1.648","1.912","19.404","38.301","3.92","34.52","50.96","30.05","1258.38","33.32","101.27","0.179743","0.086109"
"30.24720833","-92.34897167","192.8","0.1","10.9","0.9",GPS,"80623","205444","1","0.325","0.787","33.633","1.617","1.87","19.437","38.135","4.554","34.54","51.43","32.09","1172.95","49.62","101.27","0.179726","0.086109"
"30.24720833","-92.348975","192.8","0.2","10.8","0.9",GPS,"80623","205445","1","0.257","0.675","40.508","0.995","1.041","20.305","34.33","6.664","34.55","51.02","32.46","1359.68","56.57","101.27","0.179739","0.086103"
"30.24720833","-92.34898","192.8","0.5","10.8","0.9",GPS,"80623","205446","1","0.362","0.8","35.034","2.117","2.505","18.994","40.586","4.519","34.52","50.23","30.73","1374.11","48.03","101.27","0.179727","0.08612"
"30.24720667","-92.34898333","250","1.2","10.7","0.9",GPS,"80623","205447","1","0.36","0.796","36.253","2.073","2.452","19.027","40.388","4.6","34.49","49.49","29.76","1451.98","39.71","101.27","0.179733","0.086115"
"30.24720667","-92.34898167","250","0.1","10.6","0.9",GPS,"80623","205448","1","0.263","0.634","41.396","1.043","1.085","20.218","34.663","7.77","34.49","48.85","34.62","1524.9","127.61","101.27","0.179714","0.086117"
"30.24720833","-92.34898","250","0.6","10.6","0.9",GPS,"80623","205449","1","0.023","0.189","59.119","0.047","0.015","24.174","25.291","17.264","34.48","48.5","35.98","1682.14","128.41","101.27","0.179736","0.086102"
"30.24721833","-92.34898333","250","1.1","10.8","0.9",GPS,"80623","205452","1","0.126","0.417","50.077","0.333","0.223","22.271","28.678","11.801","34.49","48.78","35.58","1634.18","91.5","101.27","0.179721","0.086085"
"30.24722167","-92.34898333","322.4","1.3","10.9","0.9",GPS,"80623","205453","1","0.113","0.406","46.58","0.29","0.185","22.49","28.211","11.921","34.5","48.65","34.7","1635.45","67.3","101.27","0.179705","0.086084"
"30.24722333","-92.34898333","322.4","0.4","10.9","0.9",GPS,"80623","205454","1","0.163","0.558","42.826","0.475","0.393","21.672","30.091","8.526","34.52","48.66","33.68","1724.92","58.94","101.27","0.179725","0.086076"
"30.24722333","-92.34898833","322.4","0.6","10.9","0.9",GPS,"80623","205455","1","0.28","0.78","29.719","1.176","1.309","19.999","35.544","4.391","34.53","48.62","33.04","1695.34","49.06","101.27","0.179713","0.086082"
"30.24722333","-92.34899333","322.4","1.1","11","0.9",GPS,"80623","205456","1","0.315","0.828","27.087","1.511","1.742","19.553","37.555","3.523","34.54","48.52","30.06","1728.09","45.61","101.27","0.179729","0.086067"
"30.24722333","-92.348995","322.4","0.8","11","0.9",GPS,"80623","205457","1","0.327","0.842","26.432","1.648","1.913","19.405","38.3","3.289","34.55","48.52","29.77","1702.42","41.36","101.27","0.179735","0.086049"
"30.24722167","-92.34899667","322.4","0.5","11.1","0.9",GPS,"80623","205458","1","0.215","0.637","39.618","0.729","0.703","20.885","32.326","7.162","34.56","48.61","33.17","1401.61","97.43","101.27","0.179737","0.086045"
"30.24721833","-92.349","322.4","0.8","11","0.9",GPS,"80623","205459","1","0.026","0.222","58.171","0.054","0.019","24.112","25.381","16.154","34.58","48.58","35.93","1224.49","229.73","101.27","0.179744","0.086014"
"30.24720667","-92.34900167","187.2","1.2","10.9","0.9",GPS,"80623","205501","1","0.315","0.79","31.712","1.505","1.728","19.561","37.52","4.392","34.62","47.89","32.26","1323.8","87.96","101.27","0.179764","0.085978"
"30.24720667","-92.34900167","187.2","1.2","10.8","0.9",GPS,"80623","205502","1","0.358","0.807","34.552","2.043","2.409","19.05","40.251","4.302","34.63","47.58","28.91","1411.34","37.89","101.27","0.179769","0.085961"
"30.24720667","-92.34900167","187.2","0.5","10.7","0.9",GPS,"80623","205503","1","0.332","0.814","32.771","1.704","1.982","19.348","38.594","3.964","34.65","47.46","31.03","1301.29","50.83","101.27","0.179773","0.085955"
"30.24720667","-92.34900333","187.2","0.4","10.7","0.9",GPS,"80623","205504","1","0.211","0.639","32.52","0.709","0.68","20.937","32.163","7.094","34.66","47.58","31.07","1411.72","44.4","101.27","0.179783","0.085948"
"30.24720667","-92.34900833","187.2","0.6","10.6","0.9",GPS,"80623","205505","1","0.324","0.82","30.421","1.604","1.857","19.45","38.066","3.762","34.62","47.61","29.32","1421.13","46.52","101.27","0.179771","0.085949"
"30.247205","-92.34901167","187.2","1.1","10.6","0.9",GPS,"80623","205506","1","0.349","0.835","28.995","1.919","2.248","19.151","39.669","3.559","34.6","47.54","29.26","1486.64","45.47","101.27","0.179794","0.085928"
"30.24720667","-92.34901333","187.2","0.5","10.5","0.9",GPS,"80623","205507","1","0.258","0.593","40.514","1.007","1.022","20.283","34.414","8.798","34.57","47.54","33.7","1393.73","124.38","101.27","0.17978","0.085934"
"30.247205","-92.34901333","187.2","0.1","10.4","0.9",GPS,"80623","205508","1","0.026","0.123","35.614","0.055","0.016","24.108","25.387","19.808","34.51","47.77","36","1228.23","132.51","101.27","0.179781","0.085926"
"30.24720667","-92.349015","187.2","0.5","10.6","0.9",GPS,"80623","205509","1","0.02","0.204","45.191","0.041","0.013","24.235","25.203","16.673","34.49","48.08","36.06","345.26","115.19","101.27","0.179786","0.085918"
"30.247215","-92.349015","187.2","1","10.9","0.9",GPS,"80623","205511","1","0.177","0.617","36.16","0.538","0.479","21.446","30.685","7.269","34.47","48.37","33.67","1636.76","63.07","101.27","0.179797","0.085902"
"30.24721667","-92.349015","187.2","1","10.9","0.9",GPS,"80623","205512","1","0.179","0.599","33.028","0.544","0.48","21.426","30.739","7.697","34.48","48.32","33","1632.16","44.18","101.27","0.179776","0.085904"
"30.24721833","-92.34901667","187.2","0.4","11","0.9",GPS,"80623","205513","1","0.208","0.635","37.832","0.693","0.659","20.981","32.025","7.156","34.49","48.51","32.75","1741.26","75.96","101.27","0.179792","0.085887"
"30.24721833","-92.34902167","187.2","0.9","11.1","0.9",GPS,"80623","205514","1","0.32","0.811","28.219","1.562","1.804","19.496","37.84","3.958","34.5","48.89","32.26","1732.53","48.29","101.27","0.179794","0.085879"
"30.24721833","-92.349025","187.2","0.8","11.3","0.9",GPS,"80623","205515","1","0.306","0.797","29.79","1.417","1.619","19.665","37.022","4.183","34.51","49.31","29.63","1733.72","46.93","101.27","0.179809","0.085864"
"30.24721833","-92.34902667","187.2","0.7","11.3","0.9",GPS,"80623","205516","1","0.32","0.825","27.83","1.567","1.812","19.49","37.865","3.621","34.53","49.74","29.96","1742.66","37.47","101.27","0.179807","0.085857"
"30.24721833","-92.34903","187.2","0.4","11.4","0.9",GPS,"80623","205517","1","0.277","0.747","33.337","1.155","1.271","20.032","35.41","5.132","34.55","50.18","31.13","1515.44","58.96","101.27","0.179803","0.085856"
"30.24721667","-92.349035","187.2","0.6","11.2","0.9",GPS,"80623","205518","1","0.045","0.256","59.481","0.1","0.041","23.72","25.978","15.39","34.57","50.58","35.49","1105.12","187.05","101.27","0.179836","0.085823"
"30.24720333","-92.34904","187.2","0.9","10.9","0.9",GPS,"80623","205521","1","0.341","0.815","30.48","1.814","2.12","19.244","39.152","3.985","34.6","49.54","29.83","1089.93","38.84","101.27","0.179856","0.085768"
"30.24720167","-92.34903833","187.2","0.9","11","0.9",GPS,"80623","205522","1","0.339","0.834","28.145","1.791","2.09","19.265","39.037","3.524","34.62","48.8","28.9","824.66","31.92","101.27","0.179859","0.085753"
"30.24720167","-92.34903833","187.2","0.5","10.9","0.9",GPS,"80623","205523","1","0.355","0.826","28.641","2","2.35","19.084","40.052","3.814","34.64","48.43","29.22","991.16","34.92","101.27","0.179875","0.085736"
"30.24720167","-92.34904","187.2","0.2","10.9","0.9",GPS,"80623","205524","1","0.301","0.753","34.79","1.366","1.543","19.729","36.724","5.184","34.66","48.05","32.28","1241.26","31.76","101.27","0.179866","0.08574"
"30.24720167","-92.34904333","187.2","0.3","11","0.9",GPS,"80623","205525","1","0.35","0.805","31.719","1.931","2.269","19.141","39.727","4.294","34.64","47.98","29.32","1328.87","32.69","101.27","0.179881","0.085734"
"30.2472","-92.34904667","187.2","0.8","11.1","0.9",GPS,"80623","205526","1","0.378","0.79","30.536","2.374","2.839","18.817","41.697","4.885","34.61","48.04","29.33","1375.04","31.19","101.27","0.179888","0.085731"
"30.24719833","-92.34904833","187.2","0.7","11.2","0.9",GPS,"80623","205527","1","0.357","0.775","31.191","2.041","2.417","19.052","40.24","5.09","34.56","48.37","31.34","1380.34","64.21","101.27","0.1799","0.085723"
"30.2472","-92.34904833","187.2","0.2","11.2","0.9",GPS,"80623","205528","1","0.05","0.2","50.039","0.111","0.044","23.634","26.116","17.402","34.48","48.61","35.96","1587.55","128.06","101.27","0.179903","0.085726"
"30.24720167","-92.34905","187.2","0","11.3","0.9",GPS,"80623","205529","1","0.012","0.242","59.248","0.024","0.007","24.395","24.978","15.247","34.44","48.65","35.93","384.19","57.03","101.27","0.179905","0.08573"
"30.247215","-92.34905333","346.1","1.3","11.3","0.9",GPS,"80623","205532","1","0.161","0.548","38.553","0.47","0.385","21.691","30.044","8.767","34.43","49.19","33.8","1666.2","51.93","101.27","0.179923","0.085697"
"30.24721667","-92.34905333","346.1","0.9","11.4","0.9",GPS,"80623","205533","1","0.169","0.575","44.529","0.501","0.426","21.576","30.339","8.184","34.45","49.24","33.68","1667.89","59.34","101.27","0.17993","0.085698"
"30.24721833","-92.34905833","346.1","0.6","11.4","0.9",GPS,"80623","205534","1","0.303","0.738","39.845","1.39","1.57","19.699","36.864","5.566","34.47","49.38","33.73","1601.23","45.44","101.27","0.179963","0.085681"
"30.24721833","-92.34906167","346.1","0.8","11.5","0.9",GPS,"80623","205535","1","0.326","0.746","40.429","1.626","1.878","19.428","38.182","5.543","34.49","49.62","31.05","1606.58","34.76","101.26","0.179959","0.085682"
"30.24721833","-92.34906333","346.1","0.7","11.5","0.9",GPS,"80623","205536","1","0.322","0.769","36.086","1.585","1.828","19.471","37.964","4.957","34.5","49.83","30.47","1693.64","30.74","101.26","0.179959","0.08568"
"30.24721833","-92.34906667","346.1","0.6","11.7","0.9",GPS,"80623","205537","1","0.273","0.684","46.974","1.117","1.199","20.092","35.162","6.6","34.52","49.97","31.65","1307.4","63.72","101.26","0.179983","0.085681"
"30.24721667","-92.34907333","346.1","0.7","11.5","0.9",GPS,"80623","205538","1","0.009","0.225","76.432","0.017","0.005","24.464","24.884","15.755","34.51","49.43","35.76","951.26","301.35","101.26","0.179978","0.085677"
"30.24720333","-92.34908","346.1","1","11.3","0.9",GPS,"80623","205541","1","0.36","0.785","41.861","2.08","2.465","19.022","40.42","4.874","34.44","46.91","29.21","1198.93","24.22","101.26","0.180033","0.085617"
"30.24720167","-92.34908","346.1","0.7","11.4","0.9",GPS,"80623","205542","1","0.361","0.768","44.904","2.103","2.501","19.005","40.523","5.311","34.44","46.28","30.21","1250.04","33.68","101.26","0.180042","0.085613"
"30.24720333","-92.34908333","346.1","0.3","11.3","0.9",GPS,"80623","205543","1","0.219","0.475","54.634","0.754","0.664","20.824","32.52","11.576","34.37","45.97","33.95","1301.39","80.22","101.26","0.180037","0.085612"
"30.24720333","-92.34908667","346.1","0.4","11.2","0.9",GPS,"80623","205544","1","0.336","0.691","44.79","1.746","2.038","19.307","38.811","7.082","34.23","45.96","33.03","1377.9","85.4","101.26","0.180057","0.085597"
"30.247205","-92.34909167","346.1","0.6","11.1","0.9",GPS,"80623","205545","1","0.385","0.785","42.54","2.494","2.998","18.742","42.187","5.093","34.09","46.17","31.72","1308.74","91.56","101.26","0.180067","0.085587"
"30.247205","-92.349095","346.1","0.9","11.1","0.9",GPS,"80623","205546","1","0.393","0.791","42.19","2.653","3.196","18.65","42.814","5.005","34.01","46.48","29.84","1341.95","35.63","101.26","0.180088","0.085564"
"30.24720333","-92.34909667","346.1","0.2","11","0.9",GPS,"80623","205547","1","0.078","0.314","70.161","0.184","0.095","23.108","27.013","14.1","33.98","47.01","35.37","1346.49","145.68","101.26","0.180091","0.085552"
"30.247205","-92.34909833","346.1","0.1","11.1","0.9",GPS,"80623","205548","1","0.031","0.234","65.098","0.067","0.025","23.998","25.55","15.861","33.95","47.2","35.38","1109.02","100.23","101.27","0.180077","0.085553"
"30.24721833","-92.34909833","346.1","1","11.2","0.9",GPS,"80623","205551","1","0.106","0.371","43.844","0.267","0.161","22.611","27.961","12.839","33.99","46.92","34.91","1234.13","73.81","101.27","0.180103","0.085515"
"30.24722","-92.34909833","346.1","0.9","11.3","0.9",GPS,"80623","205552","1","0.121","0.347","45.505","0.316","0.195","22.355","28.495","13.802","34.02","47.24","34.61","1584.86","63.09","101.26","0.180113","0.085512"
"30.24722","-92.3491","346.1","0.3","11.3","0.9",GPS,"80623","205553","1","0.145","0.432","50.729","0.405","0.289","21.949","29.411","11.674","34.05","47.61","34.16","1648.03","69.69","101.26","0.180125","0.085511"
"30.24722","-92.34910667","346.1","1","11.3","0.9",GPS,"80623","205554","1","0.275","0.706","42.801","1.139","1.236","20.056","35.308","6.084","34.09","47.82","34.29","1700.17","75.97","101.26","0.180143","0.085497"
"30.24722","-92.34911","346.1","1.1","11.4","0.9",GPS,"80623","205555","1","0.33","0.816","33.776","1.683","1.955","19.369","38.483","3.903","34.12","48.26","32.7","1821.03","66.24","101.26","0.180148","0.085491"
"30.24722167","-92.34911333","346.1","0.8","11.4","0.9",GPS,"80623","205556","1","0.333","0.819","30.722","1.714","1.994","19.338","38.645","3.843","34.16","48.72","30.33","1697.91","31.75","101.26","0.180155","0.085486"
"30.24722167","-92.34911333","346.1","0.6","11.4","0.9",GPS,"80623","205557","1","0.355","0.827","27.816","1.999","2.349","19.085","40.048","3.794","34.19","48.98","30.12","1707.79","32.89","101.27","0.180166","0.085475"
"30.24722","-92.349115","346.1","0.3","11.5","0.9",GPS,"80623","205558","1","0.158","0.494","51.359","0.457","0.356","21.74","29.919","10.134","34.22","49.17","33.77","1294.93","139.8","101.26","0.1802","0.085466"
"30.24720667","-92.34912","216.2","0.8","11.5","0.9",GPS,"80623","205602","1","0.37","0.829","33.362","2.236","2.64","18.908","41.113","3.845","34.33","47.97","29.19","1493.05","29.34","101.26","0.180224","0.085391"
"30.24720667","-92.34911833","216.2","0.6","11.5","0.9",GPS,"80623","205603","1","0.398","0.845","34.396","2.757","3.254","18.595","43.206","3.638","34.36","48.37","29.8","1437.31","44.81","101.26","0.180254","0.085376"
"30.24720667","-92.34912","216.2","0.2","11.4","0.9",GPS,"80623","205604","1","0.3","0.684","41.938","1.353","1.506","19.747","36.641","6.871","34.37","48.31","32.52","1410.05","43.36","101.26","0.180271","0.085362"
"30.24720667","-92.34912333","216.2","0.8","11.4","0.9",GPS,"80623","205605","1","0.39","0.819","37.676","2.597","3.091","18.682","42.596","4.231","34.38","48.17","30.69","1399.11","42.35","101.26","0.18028","0.085357"
"30.24720667","-92.34912833","216.2","0.9","11.4","0.9",GPS,"80623","205606","1","0.416","0.842","35.349","3.162","3.736","18.402","44.642","3.841","34.37","48.23","29.14","1484.05","37.33","101.26","0.180289","0.085348"
"30.24720667","-92.34912833","216.2","0.5","11.4","0.9",GPS,"80623","205607","1","0.384","0.831","33.684","2.481","2.938","18.75","42.137","3.901","34.38","48.51","29.04","1563.66","40.65","101.26","0.180286","0.085345"
"30.24720667","-92.34912667","216.2","0.1","11.3","0.9",GPS,"80623","205608","1","0.193","0.428","42.937","0.616","0.495","21.2","31.372","12.573","34.38","48.75","34.89","1598.54","128.22","101.26","0.180296","0.085336"
"30.24720833","-92.34912833","216.2","0","11.4","0.9",GPS,"80623","205609","1","0.053","0.241","59.5","0.118","0.05","23.579","26.205","16.018","34.36","48.02","36.04","1125.06","98.04","101.27","0.1803","0.08533"
"30.24721833","-92.34912667","216.2","1","12.4","0.9",GPS,"80623","205611","1","0.11","0.424","55.49","0.282","0.182","22.531","28.126","11.363","34.37","47.1","35.93","828.48","58.46","101.27","0.180322","0.085312"
"30.24722167","-92.34912667","312.9","1.2","12.5","0.9",GPS,"80623","205612","1","0.18","0.601","39.404","0.55","0.486","21.409","30.785","7.669","34.38","47.05","34.82","1040.72","50.12","101.27","0.180333","0.085305"
"30.247225","-92.34912667","312.9","0.9","12.7","0.9",GPS,"80623","205613","1","0.186","0.618","37.048","0.58","0.526","21.309","31.062","7.323","34.4","47.24","33.9","1601.21","46.98","101.27","0.180334","0.0853"
"30.247225","-92.34912833","312.9","0.2","12.9","0.9",GPS,"80623","205614","1","0.195","0.66","38.257","0.622","0.588","21.183","31.424","6.428","34.43","47.64","33.42","1744.21","56.61","101.26","0.180335","0.085304"
"30.247225","-92.34913333","312.9","0.8","12.9","0.9",GPS,"80623","205615","1","0.183","0.557","43.884","0.567","0.49","21.351","30.945","8.815","34.44","48.19","33.81","1710.44","71.24","101.26","0.18037","0.085282"
"30.247225","-92.34913833","312.9","0.8","13.1","0.9",GPS,"80623","205616","1","0.324","0.819","29.363","1.603","1.856","19.451","38.062","3.796","34.45","48.3","33.33","1713.66","62.1","101.26","0.180367","0.085275"
"30.247225","-92.34914167","312.9","0.9","13","0.9",GPS,"80623","205617","1","0.321","0.83","26.825","1.576","1.824","19.48","37.915","3.533","34.44","47.8","30.89","1738.74","39.17","101.26","0.18039","0.085271"
"30.247225","-92.34914167","312.9","0.6","13","0.9",GPS,"80623","205618","1","0.344","0.828","27.653","1.856","2.171","19.206","39.363","3.708","34.44","47.06","30.54","1758.51","36.01","101.26","0.180394","0.085257"
"30.24722333","-92.34914333","312.9","0.1","13","0.9",GPS,"80623","205619","1","0.29","0.744","34.364","1.263","1.408","19.869","36.1","5.309","34.41","46.04","31.54","1612.96","49.47","101.26","0.180399","0.085249"
"30.24722167","-92.349145","312.9","0.5","13","0.9",GPS,"80623","205620","1","0.054","0.269","62.914","0.12","0.053","23.561","26.234","15.096","34.4","44.97","35.63","1248.51","146.13","101.26","0.180415","0.085225"
"30.247205","-92.349155","187.2","1.5","12.7","0.9",GPS,"80623","205623","1","0.369","0.846","26.211","2.224","2.616","18.916","41.062","3.437","34.45","44.89","29.69","1066.85","44.28","101.26","0.180452","0.08514"
"30.24720333","-92.349155","187.2","0.6","12.6","0.9",GPS,"80623","205624","1","0.34","0.849","24.186","1.805","2.106","19.252","39.107","3.189","34.47","44.86","29.12","1291.17","33.85","101.26","0.180449","0.085127"
"30.247205","-92.349155","187.2","0.1","12.6","0.9",GPS,"80623","205625","1","0.365","0.847","26.483","2.155","2.531","18.966","40.755","3.375","34.5","44.83","29","1255.25","36.56","101.26","0.18046","0.085116"
"30.247205","-92.349155","187.2","0.1","12.7","0.9",GPS,"80623","205626","1","0.376","0.844","27.203","2.33","2.745","18.845","41.517","3.522","34.53","45.48","28.77","1168.97","38.79","101.26","0.180464","0.085109"
"30.247205","-92.349155","187.2","0","12.7","0.9",GPS,"80623","205627","1","0.389","0.836","27.521","2.564","3.033","18.701","42.465","3.805","34.55","45.87","28.94","1136.48","39.48","101.26","0.180483","0.085097"
"30.247205","-92.349155","187.2","0","12.7","0.9",GPS,"80623","205628","1","0.385","0.852","26.365","2.505","2.947","18.735","42.232","3.368","34.58","46.39","29.04","1129.63","39.14","101.26","0.180483","0.085086"
"30.247205","-92.349155","187.2","0","12.7","0.9",GPS,"80623","205629","1","0.39","0.864","27.215","2.597","3.043","18.682","42.595","3.107","34.6","46.79","28.94","1172.23","39.51","101.26","0.180508","0.085067"
"30.24720333","-92.34915667","187.2","0","12.5","0.9",GPS,"80623","205630","1","0.364","0.841","26.994","2.145","2.523","18.973","40.715","3.521","34.62","46.84","29.53","1217.9","39.26","101.26","0.180523","0.085052"
